_id,Protocolo,data,hora,natureza,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclista,pedestre,onibus,caminhao,viatura,vitimas,vitimasfatais
2168,202319183,2023-08-18 0:00:00,12:27:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV MAURICIO DE NASSAU,,PROX AO POSTO DE SAUDE JOSE DUSTAN / EMFRENTE AO RESTAURANTE AZINHA MASTER,CORDEIRO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2169,202319188,2023-08-18 0:00:00,12:54:00,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,,PROX AO ARMAZEM CORAL /  POSTO PRETONEC,AFOGADOS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2170,202319189,2023-08-18 0:00:00,1:00:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO RIACHUELO,,POR TRÁS DO HOSPITAL DO EXERCITO,BOA VISTA,,COLISÃO LATERAL,0,2,0,0,0,0,0,2,0
2171,202319191,2023-08-18 0:00:00,1:17:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE CABRAL,,POR TRÁS DO RESTAURANTE TIO PEPI,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2172,202319192,2023-08-18 0:00:00,1:29:00,SEM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,AV RECIFE,,EM FRENTE A LOJA FUMÊ E PROXIMO AO RESTAURANTE SOMBRA DA MANGUEIRA/ SENTIDO BOA VIAGEM,JARDIM SAO PAULO,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0
2173,202319199,2023-08-18 0:00:00,1:59:00,COM VÍTIMA,FINALIZADA,PINA,AV REPUBLICA DO LIBANO,,ENTRADA DO RIOMAR,PINA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2174,202319200,2023-08-18 0:00:00,2:20:00,COM VÍTIMA,FINALIZADA,PINA,RUA NOGUEIRA DE SOUZA,,PROX A ENTRADA DO SHOPPING RIOMAR,PINA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2175,202319212,2023-08-18 0:00:00,4:22:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DES JOSE NEVES,RUA RIBEIRO DE BRITO,PROX AO COLEGIO 2001  E  A OFICINA MARTELINHO DE OURO,BOA VIAGEM,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0
2176,202319213,2023-08-18 0:00:00,4:23:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DES JOSE NEVES,,NA SAIDA DO TUNEL,BOA VIAGEM,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0
2177,202319215,2023-08-18 0:00:00,5:07:00,COM VÍTIMA,FINALIZADA,ARRUDA,RUA ANA MAURICIA WANDERLEY,,PROX AO MR CROCK FRANGO FRITO  E A ESCOLA ANA NERY,ARRUDA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2178,202319218,2023-08-18 0:00:00,5:12:00,COM VÍTIMA,CANCELADA,BOA VISTA,RUA DO RIACHUELO,,E/F AO  COLEGIO PINTO JUNIOR,BOA VISTA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2179,202319232,2023-08-18 0:00:00,7:45:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,PRÓXIMO AO POSTO BR - SENTIDO OLINDA,SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2180,202319233,2023-08-18 0:00:00,8:19:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA GENERAL POLIDORO,RUA BATINGA,EM A FARMACIA ESPERANÇA,VARZEA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2181,202319237,2023-08-18 0:00:00,9:04:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,,FARMÁCIA DROGASIL / IGREJA PRESBITERIANA,AREIAS,CIDADE,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0
2182,202319242,2023-08-18 0:00:00,10:20:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV HISTORIAD JORDAO EMERENCIANO,,PRÓXIMO AO ATACADÃO DA BR 101,IPUTINGA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2183,202319244,2023-08-19 0:00:00,12:09:00,SEM VÍTIMA,FINALIZADA,TORROES,AV ENGENHEIRO ABDIAS DE CARVALHO,,CIA DA PEÇA,TORROES,SUBURBIO,CHOQUE,2,0,0,0,0,0,1,0,0
2184,202319268,2023-08-19 0:00:00,9:19:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,RUA DR TAVARES CORREIA,PRÓXIMO A LOJA CENTER AÇO,IMBIRIBEIRA,SUBURBIO,COLISÃO,1,0,0,0,0,1,0,0,0
2185,202319274,2023-08-19 0:00:00,12:03:00,COM VÍTIMA,FINALIZADA,TORREAO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO HOSPITAL MANDACARU O POSTO BR NO RETORNO,TORREAO,,COLISÃO LATERAL,1,1,0,0,0,0,0,2,0
2186,202319277,2023-08-19 0:00:00,12:28:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,,E/F A LOJA CANAL DA CONSTRUÇAO  E A EMPRESA DE ONIBUS SAO PAULO,ARRUDA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2187,202319284,2023-08-19 0:00:00,2:21:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,ANTES DO VIADUTO TANCREDO NEVES  S/T CID  NA ENTRADA DA FABRICA SOLOS SANTINI,IMBIRIBEIRA,,CAPOTAMENTO,1,0,0,0,0,0,0,1,0
2188,202319291,2023-08-19 0:00:00,2:58:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,,PROX AO POSTO DE GASOLINA DISLUB  E OS CORREIOS,AFOGADOS,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2189,202319294,2023-08-19 0:00:00,3:27:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,EM FRENTE AO BRITANIC INGLES,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2190,202319310,2023-08-19 0:00:00,6:20:00,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,,EM CIMA DO VIADUTO QUE LIGA A BR 101 E PROX A ESCOLA ALBERTO TORRES,BARRO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2191,202319311,2023-08-19 0:00:00,6:21:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DA AURORA,,PROX A PONTO DO LIMOEIRO E PROX A CHEVROLET E  A TV UNIVERSITARIA,SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2192,202319312,2023-08-19 0:00:00,6:30:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,AV GENERAL SAN MARTIN,PROX A ESTÇÃO DO TERMINAL DE GETULIO VARGAS,CAXANGA,,COLISÃO COM CICLISTA,1,0,1,0,0,0,0,1,0
2193,202319314,2023-08-19 0:00:00,6:56:00,COM VÍTIMA,FINALIZADA,PAISSANDU,RUA PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,PAISSANDU,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,1,0
2194,202319317,2023-08-19 0:00:00,7:28:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA COSMORAMA,,EM FRENTE AO CLUBE DAS AGUIAS,BOA VIAGEM,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2195,202319318,2023-08-19 0:00:00,7:36:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,,EM FRENTE A CAVALARIA,SAN MARTIN,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0
2196,202319321,2023-08-19 0:00:00,9:25:00,COM VÍTIMA,FINALIZADA,TORRE,RUA MELQUISEDEQUE DE LIMA,,EM FRENTE DO FRUTE VERDE,TORRE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2197,202319326,2023-08-20 0:00:00,1:38:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,EM FRENTE AO BAR VILA SETÚBAL,BOA VIAGEM,,COLISÃO FRONTAL,0,0,0,0,0,0,0,1,0
2198,202319364,2023-08-20 0:00:00,12:00:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA MARIA VICENTINA DA SILVA,,APOS A FACULDADE BOA VIAGEM SEGUNDA RUA A DIREITA,IMBIRIBEIRA,,COLISÃO TRASEIRA,1,0,0,0,1,0,0,1,0
2199,202319368,2023-08-20 0:00:00,1:41:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO HOSPITAL MEMORIAL SÃO JOSE,BOA VISTA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2200,202319378,2023-08-20 0:00:00,4:03:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,,PROXIMO AO RECIBOM,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2201,202319384,2023-08-20 0:00:00,5:26:00,COM VÍTIMA,FINALIZADA,IBURA,RUA PARNARAMA,,PROXIMO A ECO ESTAÇÃO E AO COLEGIO CRISTIANO CORDEIRO,IBURA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2202,202319402,2023-08-20 0:00:00,9:40:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,,EM FRENTE AO COMPAZ MIGUEL ARRAES,CAXANGA,,ATROPELAMENTO DE PESSOA,2,0,0,2,0,0,0,2,0
2203,202319404,2023-08-20 0:00:00,10:27:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,"PROXIMO AO VIADUTO DA AV NORTE, E POSTO DE GASOLINA PETROBRÁS",SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2204,202319406,2023-08-20 0:00:00,10:40:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOSE OSORIO,AV VISCONDE DE ALBUQUERQUE,EM FRENTE A EXTRA FARMA,MADALENA,,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
2205,202319414,2023-08-21 0:00:00,6:22:00,COM VÍTIMA,FINALIZADA,IBURA,RUA RIO XINGU,,EM FRENTE A PADARIA PAN ZILDA,IBURA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2206,202319415,2023-08-21 0:00:00,6:37:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,RUA CORONEL JOAO BATISTA DO REGO BARROS,PROX. AO POSTO DE SAUDE SÃO JOAO,APIPUCOS,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2207,202319417,2023-08-21 0:00:00,7:11:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AVENIDA CELSO FURTADO (VIA MANGUE),,COMPLEXO DO VIDUTO ENG. ANTONIO DE QUIEROS GALVÃO,IMBIRIBEIRA,,QUEDA,0,1,0,0,0,0,0,2,0
2208,202319418,2023-08-21 0:00:00,7:16:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA GONCALVES MAIA,,PROX AO CONSULADO AMERICANO,BOA VISTA,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2209,202319421,2023-08-21 0:00:00,7:44:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,APÓS A CAPELA DE NOSSA SRA DO LORETO,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0
2210,202319433,2023-08-21 0:00:00,9:32:00,COM VÍTIMA,DUPLICIDADE,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A TOYLEX /PROX A VIADUTO,IMBIRIBEIRA,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0
2211,202319435,2023-08-21 0:00:00,9:44:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,TOYOLEX,IMBIRIBEIRA,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,1,0
2212,202319437,2023-08-21 0:00:00,10:03:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,SOBRE VIADUTO NO SENTIDO OLINDA / ANTES DO HOSPITAL PORTUGUÊS,JOANA BEZERRA,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2213,202319439,2023-08-21 0:00:00,10:09:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,"NA DESCIDA DO VIADUTO AO LADO DO SHOPPING TACARUNA, SENT. BOA VIAGEM",SANTO AMARO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2214,202319441,2023-08-21 0:00:00,10:19:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,E/F ASSEMBLEIA DE DEUS,SANTO AMARO,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
2215,202319442,2023-08-21 0:00:00,10:23:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,PROX. A HABIB´S,PRADO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2216,202319445,2023-08-21 0:00:00,10:56:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,AV CONS ROSA E SILVA,,POSTO SHEL,TAMARINEIRA,,COLISÃO LATERAL,1,0,1,0,0,0,0,1,0
2217,202319447,2023-08-21 0:00:00,11:06:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,EM FRENTE A LOJA DE VEICULOS SM PRIME / EM FRENTE DA ESTAÇÃO BRT PARQUE DO CORDEIRO,IPUTINGA,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2218,202319458,2023-08-21 0:00:00,1:19:00,COM VÍTIMA,FINALIZADA,ILHA DO RETIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,,DE FRENTE A LOJA DO SPORT,ILHA DO RETIRO,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
2219,202319473,2023-08-21 0:00:00,4:34:00,COM VÍTIMA,FINALIZADA,AGUA FRIA,RUA NAZARE,,PROXIMO AO MERCADO PUBLICO DE ÁGUA FRIA E PROXIMO A NEXOS TELECON,AGUA FRIA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2220,202319475,2023-08-21 0:00:00,12:00:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,PROXIMO AO TROCÃO E PROXIMO AO SR AUTO PEÇAS,BONGI,,CHOQUE,1,0,0,0,0,0,0,1,0
2221,202319478,2023-08-21 0:00:00,6:25:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,SEMÁFORO 005,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2222,202319481,2023-08-21 0:00:00,6:51:00,COM VÍTIMA,FINALIZADA,MANGABEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,SESC CASA AMARELA,MANGABEIRA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2223,202319489,2023-08-21 0:00:00,8:31:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,,PROXIMO À ESCOLA JOAQUIM TÁVORA E AO TÚNEL DA ABOLIÇÃO,MADALENA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2224,202319490,2023-08-21 0:00:00,8:31:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DOM BOSCO,,PROXIMO AO SAMU,BOA VISTA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2225,202319492,2023-08-21 0:00:00,9:04:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,PROX AO POSTO DE COMBUSTÍVEL DISLUB,SANTO AMARO,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,1,0
2226,202319493,2023-08-21 0:00:00,9:18:00,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,,SOBRE O VIADUTO DA BR-101,BARRO,,COLISÃO FRONTAL,0,0,0,0,0,0,0,1,0
2227,202319500,2023-08-22 0:00:00,3:16:00,SEM VÍTIMA,FINALIZADA,SAO JOSE,RUA REALEZA,,AO LADO DO NÚMERO 05,SAO JOSE,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0
2228,202319503,2023-08-22 0:00:00,6:54:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV JOAO CABRAL DE MELO NETO,,RESTAURANTE XODO,SAN MARTIN,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2229,202319515,2023-08-22 0:00:00,7:16:00,COM VÍTIMA,FINALIZADA,IBURA,AV SANTOS,,PX A COMPESA,IBURA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2230,202319521,2023-08-22 0:00:00,8:32:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,,PROX A PRAÇA GENERAL SAN MARTIN,SAN MARTIN,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2231,202319526,2023-08-22 0:00:00,9:24:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA TREZE DE MAIO,,EM FRENTE A ESCOLA ESTADUAL JOSÉ MARIA,SANTO AMARO,,COLISÃO,1,0,0,0,0,0,1,0,0
2232,202319545,2023-08-22 0:00:00,10:41:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,,EM FRENTE AO COMPAZ MIGUEL ARRAES / SENTIDO RECIFE  PROX AO SEMÁFORO,MADALENA,,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0
2233,202319546,2023-08-22 0:00:00,10:49:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,RUA PADRE BERNADINO PESSOA,SEMÁFORO 125 / PROX A FARMACIA SANTA MARIA,BOA VIAGEM,,COLISÃO FRONTAL,2,1,0,0,0,0,0,0,0
2234,202319560,2023-08-22 0:00:00,1:51:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV VINTE DE JANEIRO,,AO LADO DO ANTIGO  GAPAO DA SADIA E A  PROX AO COLEGIO DOURADO  EA FEIJOADA DO LEOPOLDO,BOA VIAGEM,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2235,202319571,2023-08-22 0:00:00,3:34:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,ENTRADA DO SHOP TACARUNA LADO DA AGAMENON,SANTO AMARO,,COLISÃO LATERAL,1,1,0,0,0,1,0,1,0
2236,202319573,2023-08-22 0:00:00,4:15:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA NICOLAU PEREIRA,,,AFOGADOS,CIDADE,COLISÃO,1,0,0,0,0,0,1,0,0
2237,202319574,2023-08-22 0:00:00,4:25:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,,CENTRAL DAS BATERIAS,MADALENA,,COLISÃO FRONTAL,2,1,1,0,0,0,0,1,0
2238,202319584,2023-08-22 0:00:00,6:31:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,,PROX AO SHOP RECIFE/PADARIA RIO SERGIO,BOA VIAGEM,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2239,202319597,2023-08-22 0:00:00,10:41:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO PROGRESSO,RUA DAS NINFAS,,BOA VISTA,,COLISÃO FRONTAL,2,0,0,0,0,0,0,1,0
2240,202319612,2023-08-23 0:00:00,8:10:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,,NA FRENTE DA IGREJA PREBISTERIANA E COLEGIO INCENTIVO,AREIAS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2241,202319613,2023-08-23 0:00:00,8:11:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,EM FRENTE A BARRO LIMA,CASA AMARELA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2242,202319614,2023-08-23 0:00:00,8:11:00,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,APOS O PARQUE DA MACAXEIRA  PROXIMO A ESCOLA ESTADUAL MARIA AMALIA,MACAXEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2243,202319628,2023-08-23 0:00:00,9:57:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,,PROX A PIZZARIA REI DO ARUMADINHO PROX A MB RASTREAMENTO,BEBERIBE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2244,202319641,2023-08-23 0:00:00,12:57:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV PEDRO ALLAIN,,PX RETIFICA PADRA E LOJAO DAS CLINICAS,CASA AMARELA,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2245,202319644,2023-08-23 0:00:00,3:11:00,COM VÍTIMA,FINALIZADA,ILHA DO RETIRO,RUA TABAIARES,,POR TRAS DO GINASIO DO SPORT E PROXIMO AO SEBRAE,ILHA DO RETIRO,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2246,202319645,2023-08-23 0:00:00,3:14:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,RUA FRANCISCO ALVES,,AO LADO DO HOSPITAL ESPERANÇA E EM FRENTE A CASA LUX OTICA,ILHA DO LEITE,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2247,202319647,2023-08-23 0:00:00,4:31:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,VIADUTO TANCREDO NEVES,,DESCIDA DO VIADUTO,IMBIRIBEIRA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,1,0
2248,202319653,2023-08-23 0:00:00,6:23:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,RUA JONATHAS DE VASCONCELOS,EM FRENTE AO POSTO PETROBRAS,BOA VIAGEM,CIDADE,COLISÃO,1,0,0,0,0,1,0,0,0
2249,202319661,2023-08-23 0:00:00,7:30:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,,IPSEP,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2250,202319662,2023-08-23 0:00:00,8:35:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA ISRAEL FONSECA,,EM FRENTE AO Nº 93,SANTO AMARO,SUBURBIO,COLISÃO,1,1,0,0,0,0,0,0,0
2251,202319665,2023-08-23 0:00:00,10:38:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,RUA ATLANTICO,JHONY GASTROBAR,BOA VIAGEM,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,1,0
2252,202319668,2023-08-24 0:00:00,12:02:00,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,,PRÓXIMO AO ATACADO DOS PRESENTES,PINA,,COLISÃO LATERAL,1,1,0,0,0,0,0,1,0
2253,202319672,2023-08-24 0:00:00,6:06:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV MARIO MELO,,,SANTO AMARO,,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,2,0
2254,202319707,2023-08-24 0:00:00,12:49:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DO POMBAL,PRC DO CAMPO SANTO,SESC DE SANTO AMARO,SANTO AMARO,SUBURBIO,COLISÃO,1,0,0,0,0,0,0,0,0
2255,202319709,2023-08-24 0:00:00,12:56:00,COM VÍTIMA,FINALIZADA,JORDAO,AV MARIA IRENE,,ANTES DO ATACAREJO   EDF JAYME RAMALHO,JORDAO,,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
2256,202319711,2023-08-24 0:00:00,1:23:00,COM VÍTIMA,FINALIZADA,DOIS IRMAOS,RUA MANUEL DE MEDEIROS,,EM FRENTE A UFRPE E PROXIMO AO HOSPITAL VETERINARIO DA UFRPE,DOIS IRMAOS,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2257,202319729,2023-08-24 0:00:00,6:07:00,COM VÍTIMA,CANCELADA,DOIS IRMAOS,AV DA RECUPERACAO,,EM FRENTE AO TRADICIONAL CALDO DE CANA / FONTE DA ÁGUA MINERAL NOVA ERA,DOIS IRMAOS,,COLISÃO LATERAL,0,0,0,0,0,0,0,1,0
2258,202319731,2023-08-24 0:00:00,6:44:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITAJAI,,MOTEL IMPERIO,IMBIRIBEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2259,202319739,2023-08-24 0:00:00,7:18:00,COM VÍTIMA,FINALIZADA,CABANGA,AV ENGENHEIRO JOSE ESTELITA,,,CABANGA,CIDADE,COLISÃO LATERAL,0,1,0,0,0,0,0,2,0
2260,202319746,2023-08-24 0:00:00,8:57:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,RUA RIO XINGU,EM FRENTE AO POSTO BR,IBURA,,COLISÃO FRONTAL,1,1,0,0,0,0,0,2,0
2261,202319749,2023-08-24 0:00:00,10:06:00,COM VÍTIMA,CANCELADA,IBURA,AV DOIS RIOS,,PRÓXIMO À CLÍNICA À CLÍNICA ARNALDO MARQUES,IBURA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2262,202319751,2023-08-25 0:00:00,12:21:00,COM VÍTIMA,CANCELADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,RUA ODORICO MENDES,PRÓXIMO AO IC E CEPLANC,SANTO AMARO,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,2,0
2263,202319752,2023-08-25 0:00:00,6:29:00,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,,PROX. AO PARQUE E INTEGRAÇÃO DA MACAXEIRA,MACAXEIRA,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0
2264,202319763,2023-08-25 0:00:00,8:01:00,SEM VÍTIMA,FINALIZADA,DOIS UNIDOS,AV HILDEBRANDO DE VASCONCELOS,,PROX AO DEPOSITO DE BEBIDA ALBURQUEQUE,DOIS UNIDOS,,COLISÃO LATERAL,1,0,0,0,1,0,0,0,0
2265,202319768,2023-08-25 0:00:00,8:30:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,,IGREJA DO AMOR,CASA AMARELA,,COLISÃO LATERAL,1,0,1,0,0,0,0,1,0
2266,202319770,2023-08-25 0:00:00,8:56:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA SAUDADE,,AO LADO DO EDIFÍCIO MARAJÓ,BOA VISTA,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0
