Código da Etapa;Etapa;Código da Rede;Rede;Código da CREDE;CREDE;Código do Município;Município;Edição;Proficiência Média;Desvio Padrão;Indicação do Padrão de Desempenho;Muito Crítico;Crítico;Intermediário;Adequado;População;Alunos Efetivos;Alunos Efetivos (Ponderado)¹;Percentual de Participação (Ponderado)¹;Taxa de Participação;Proficiência Padronizada;Fator de Ajuste;Número de Alunos no Muito Crítico;Número de Alunos no Crítico;Número de Alunos no Intermediário;Número de Alunos no Adequado;IDE EF MT;IDE Médio EF
9;9º Ano do Ensino Fundamental;3;PÚBLICA;2;ITAPIPOCA;2313500;TRAIRI;2019;260,4311196;48,63445748;Crítico;25,21109771;37,63570567;26,29674306;10,85645356;820;829;-;101,097561;1;4,27155598;0,556996381;209;312;218;90;2,379241223;2,858780022
9;9º Ano do Ensino Fundamental;3;PÚBLICA;2;ITAPIPOCA;2313559;TURURU;2019;250,6812634;47,2560032;Crítico;34,90196078;36,07843137;21,56862745;7,450980392;252;255;-;101,1904762;1;3,784063172;0,503921569;89;92;55;19;1,90687105;2,618269952
9;9º Ano do Ensino Fundamental;3;PÚBLICA;2;ITAPIPOCA;2313757;UMIRIM;2019;233,6536151;42,24258791;Crítico;46,28820961;38,4279476;11,79039301;3,493449782;229;229;-;100;1;2,932680755;0,431222707;106;88;27;8;1,264638535;1,979317415
9;9º Ano do Ensino Fundamental;3;PÚBLICA;2;ITAPIPOCA;2313807;URUBURETAMA;2019;244,9359346;49,54635602;Crítico;40,77669903;33,65695793;16,50485437;9,061488673;308;309;-;100,3246753;1;3,496796728;0,484627832;126;104;51;28;1,694645016;2,49881012
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2300200;ACARAU;2019;294,0797695;57,9636295;Intermediário;12,76595745;28,32446809;24,33510638;34,57446809;745;752;-;100,9395973;1;5,953988473;0,701795213;96;213;183;260;4,178480607;4,486319528
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2302305;BELA CRUZ;2019;278,9818087;54,54793041;Intermediário;16,86046512;31,68604651;28,19767442;23,25581395;354;344;-;97,17514124;0,971751412;5,199090433;0,644622093;58;109;97;80;3,256774869;3,877285918
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2304251;CRUZ;2019;337,1170481;56,05692986;Adequado;4,646017699;10,84070796;18,36283186;66,15044248;434;452;-;104,1474654;1;8,105852406;0,865044248;21;49;83;299;7,011920997;7,116619127
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2306553;ITAREMA;2019;249,8514032;47,48451565;Crítico;34,56140351;35,96491228;23,15789474;6,315789474;648;570;-;87,96296296;0,87962963;3,74257016;0,503070175;197;205;132;36;1,656145051;2,121650355
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2307254;JIJOCA DE JERICOACOARA;2019;314,7434541;45,78456531;Intermediário;3,797468354;14,24050633;36,39240506;45,56962025;299;316;-;105,6856187;1;6,987172704;0,809335443;12;45;115;144;5,654966516;6,056388459
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2307809;MARCO;2019;256,8292369;50,4152252;Crítico;30,02309469;33,25635104;27,02078522;9,699769053;427;433;-;101,4051522;1;4,091461845;0,540993072;130;144;117;42;2,213452511;2,818252769
9;9º Ano do Ensino Fundamental;3;PÚBLICA;3;ACARAU;2308906;MORRINHOS;2019;288,8878663;57,90860785;Intermediário;13,95348837;27,57475083;29,90033223;28,57142857;290;301;-;103,7931034;1;5,694393315;0,682724252;42;83;90;86;3,887700419;4,327425129
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2302057;BARROQUINHA;2019;266,5729368;48,45226391;Crítico;23,90438247;33,46613546;30,27888446;12,35059761;252;251;-;99,6031746;0,996031746;4,578646838;0,577689243;60;84;76;31;2,634538855;3,292034799
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2302602;CAMOCIM;2019;272,3019627;56,09441077;Crítico;23,55117139;30,94944513;26,1405672;19,35881628;797;811;-;101,7565872;1;4,865098133;0,603267571;191;251;212;157;2,934955933;3,534343073
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2303907;CHAVAL;2019;250,6355288;44,19380809;Crítico;31;43,5;18;7,5;198;200;-;101,010101;1;3,78177644;0,505;62;87;36;15;1,909797102;2,745720489
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2304707;GRANJA;2019;279,6202867;61,16731087;Intermediário;20,46568627;29,41176471;27,81862745;22,30392157;807;816;-;101,1152416;1;5,231014337;0,629901961;167;240;227;182;3,295026188;3,482743406
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2307908;MARTINOPOLE;2019;283,5615943;58,46218053;Intermediário;21,91011236;20,2247191;29,7752809;28,08988764;175;178;-;101,7142857;1;5,428079717;0,66011236;39;36;53;50;3,58314251;4,156556882
9;9º Ano do Ensino Fundamental;3;PÚBLICA;4;CAMOCIM;2313906;URUOCA;2019;274,1964129;52,12416492;Crítico;22,5433526;26,58959538;31,21387283;19,65317919;172;173;-;100,5813953;1;4,959820643;0,619942197;39;46;54;34;3,074802104;3,775763216
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2303402;CARNAUBAL;2019;256,0842295;47,92786715;Crítico;30,54545455;34,54545455;24,36363636;10,54545455;269;275;-;102,2304833;1;4,054211477;0,537272727;84;95;67;29;2,178217257;2,97460098
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2304236;CROATA;2019;266,1075967;51,2817931;Crítico;24,73867596;32,40418118;29,26829268;13,58885017;286;287;-;100,3496503;1;4,555379836;0,579268293;71;93;84;39;2,6387871;3,453245146
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2305001;GUARACIABA DO NORTE;2019;264,6900657;47,04660728;Crítico;24,00611621;33,63914373;30,27522936;12,0795107;650;654;-;100,6153846;1;4,484503287;0,576070336;157;220;198;79;2,583389317;3,213806874
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2305308;IBIAPINA;2019;279,3820628;58,17200804;Intermediário;17,48071979;35,98971722;23,13624679;23,3933162;390;389;-;99,74358974;0,997435897;5,219103139;0,631105398;68;140;90;91;3,285358515;4,126580756
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2305803;IPU;2019;259,5987058;52,49947317;Crítico;28,77846791;36,4389234;21,5320911;13,2505176;483;483;-;100;1;4,229935288;0,548136646;139;176;104;64;2,318582542;3,029254229
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2312304;SAO BENEDITO;2019;246,1914956;45,42693488;Crítico;33,87387387;40,36036036;20,18018018;5,585585586;561;555;-;98,93048128;0,989304813;3,55957478;0,493693694;188;224;112;31;1,738544545;2,542696908
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2313401;TIANGUA;2019;253,5694841;52,41800396;Crítico;34,21309873;33,13782991;22,67839687;9,970674487;1027;1023;-;99,61051607;0,996105161;3,928474206;0,521016618;350;339;232;102;2,038828385;2,792899218
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2313609;UBAJARA;2019;290,2828536;54,80196052;Intermediário;14,59143969;25,29182879;29,18287938;30,93385214;507;514;-;101,3806706;1;5,764142679;0,69114786;75;130;150;159;3,983874877;4,304532587
9;9º Ano do Ensino Fundamental;3;PÚBLICA;5;TIANGUA;2314102;VICOSA DO CEARA;2019;263,9631008;49,90834358;Crítico;23,69878184;36,43410853;27,46400886;12,40310078;907;903;-;99,55898567;0,995589857;4,448155039;0,571428571;214;329;248;112;2,530593164;3,408978789
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2300507;ALCANTARAS;2019;270,4277514;43,23895039;Crítico;12,76595745;43,26241135;33,33333333;10,63829787;138;141;-;102,173913;1;4,771387572;0,604609929;18;61;47;15;2,884828302;3,631174137
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2303105;CARIRE;2019;305,0528469;54,67631572;Intermediário;9,134615385;24,51923077;25,48076923;40,86538462;207;208;-;100,4830918;1;6,502642345;0,745192308;19;51;53;85;4,845719055;5,432622565
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2304004;COREAU;2019;288,6458257;57,25026394;Intermediário;14,72868217;25,96899225;29,06976744;30,23255814;254;258;-;101,5748031;1;5,682291287;0,687015504;38;67;75;78;3,903822212;4,53294604
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2304350;FORQUILHA;2019;314,3772757;57,02558545;Intermediário;11;12,66666667;23,33333333;53;300;300;-;100;1;6,968863787;0,795833333;33;38;70;159;5,546054098;5,813625951
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2304509;FRECHEIRINHA;2019;287,3615483;59,59976641;Intermediário;17,26190476;23,80952381;29,76190476;29,16666667;166;168;-;101,2048193;1;5,618077417;0,677083333;29;40;50;49;3,803906585;3,929364759
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2304657;GRACA;2019;284,53312;60,68304934;Intermediário;16,84782609;32,06521739;21,19565217;29,89130435;184;184;-;100;1;5,476655998;0,660326087;31;59;39;55;3,616378825;3,906317475
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2304905;GROAIRAS;2019;295,7113663;46,90761935;Intermediário;7,37704918;22,95081967;40,16393443;29,50819672;122;122;-;100;1;6,035568314;0,729508197;9;28;49;36;4,402996557;5,156831539
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2305209;HIDROLANDIA;2019;254,1002217;52,7375501;Crítico;32,43243243;36,93693694;20,27027027;10,36036036;222;222;-;100;1;3,955011083;0,521396396;72;82;45;23;2,062128527;2,798334632
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2306108;IRAUCUBA;2019;297,2418216;54,1224796;Intermediário;12,35955056;20,50561798;30,33707865;36,79775281;351;356;-;101,4245014;1;6,112091078;0,728932584;44;73;108;131;4,455302345;4,712260146
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2308005;MASSAPE;2019;257,3775756;56,15638847;Crítico;32,05645161;33,87096774;20,56451613;13,50806452;618;496;-;80,25889968;0,802588997;4,118878781;0,538810484;159;168;102;67;1,781181803;2,250566954
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2308203;MERUOCA;2019;288,3684011;50,61342156;Intermediário;14;23,5;37;25,5;198;200;-;101,010101;1;5,668420054;0,685;28;47;74;51;3,882867737;4,296496261
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2308807;MORAUJO;2019;266,1186212;54,92944132;Crítico;27,77777778;25,92592593;28,7037037;17,59259259;108;108;-;100;1;4,555931061;0,590277778;30;28;31;19;2,689264862;3,180791192
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2309003;MUCAMBO;2019;308,8080264;61,10510534;Intermediário;12,5;16;26,5;45;200;200;-;100;1;6,690401321;0,76;25;32;53;90;5,084705004;5,583967861
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2309904;PACUJA;2019;325,5678535;41,34777147;Adequado;4,819277108;7,228915663;26,5060241;61,44578313;83;83;-;100;1;7,528392674;0,861445783;4;6;22;51;6,485302123;6,031561224
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2310951;PIRES FERREIRA;2019;348,1585206;49,07213049;Adequado;3,333333333;4,166666667;19,16666667;73,33333333;122;120;-;98,36065574;0,983606557;8,657926029;0,90625;4;5;23;88;7,717618489;7,647014068
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2311702;RERIUTABA;2019;283,1917181;58,11296332;Intermediário;19,60784314;24,50980392;28,92156863;26,96078431;203;204;-;100,4926108;1;5,409585907;0,658088235;40;50;59;55;3,559984843;4,161382544
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2312007;SANTANA DO ACARAU;2019;274,4152271;47,14569257;Crítico;16,99164345;33,70473538;33,70473538;15,59888579;356;359;-;100,8426966;1;4,970761357;0,619777159;61;121;121;56;3,080764351;3,765938477
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2312809;SENADOR SA;2019;265,1014236;41,53331781;Crítico;20;37,89473684;36,84210526;5,263157895;94;95;-;101,0638298;1;4,505071182;0,568421053;19;36;35;5;2,560777304;3,344496533
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2312908;SOBRAL;2019;325,8886964;52,167637;Adequado;5,219512195;11,36585366;26,58536585;56,82926829;2030;2050;-;100,9852217;1;7,544434819;0,837560976;107;233;545;1165;6,318924188;6,596384012
9;9º Ano do Ensino Fundamental;3;PÚBLICA;6;SOBRAL;2313955;VARJOTA;2019;272,5926627;52,93107367;Crítico;22,79069767;31,62790698;26,51162791;19,06976744;212;215;-;101,4150943;1;4,879633133;0,604651163;49;68;57;41;2,950475848;3,894094535
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2302800;CANINDE;2019;263,8800685;51,76568792;Crítico;25,5787037;35,30092593;25,34722222;13,77314815;856;864;-;100,9345794;1;4,444003427;0,568287037;221;305;219;119;2,52546954;3,102305977
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2303006;CARIDADE;2019;265,9435312;50,61678249;Crítico;24,06639004;38,58921162;24,89626556;12,44813278;240;241;-;100,4166667;1;4,547176558;0,564315353;58;93;60;30;2,566041543;3,114821428
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2304608;GENERAL SAMPAIO;2019;274,1062337;44,61249248;Crítico;16,66666667;35,96491228;33,33333333;14,03508772;115;114;-;99,13043478;0,991304348;4,955311683;0,611842105;19;41;38;16;3,00550426;3,660600182
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2306603;ITATIRA;2019;349,7323123;54,2435492;Adequado;5,412371134;6,18556701;10,82474227;77,57731959;398;388;-;97,48743719;0,974874372;8,736615617;0,901417526;21;24;42;301;7,677465608;7,424297718
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2310407;PARAMOTI;2019;257,0833186;52,48734708;Crítico;30;32,66666667;26;11,33333333;150;150;-;100;1;4,104165931;0,546666667;45;49;39;17;2,243610709;2,895027283
9;9º Ano do Ensino Fundamental;3;PÚBLICA;7;CANINDE;2312205;SANTA QUITERIA;2019;278,0095383;55,80870364;Intermediário;20,27833002;31,21272366;26,04373757;22,46520875;493;503;-;102,0283976;1;5,150476913;0,626739563;102;157;131;113;3,228007648;3,604357931
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2300150;ACARAPE;2019;251,1866519;40,58717742;Crítico;26,38888889;45,13888889;25;3,472222222;147;144;-;97,95918367;0,979591837;3,809332595;0,513888889;38;65;36;5;1,917623211;2,906083356
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2301208;ARACOIABA;2019;242,9340475;48,95362487;Crítico;42,02453988;34,04907975;16,87116564;7,055214724;321;326;-;101,5576324;1;3,396702376;0,472392638;137;111;55;23;1,604577196;2,349995626
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2301406;ARATUBA;2019;255,7664862;44,87346577;Crítico;28,28282828;40,4040404;24,24242424;7,070707071;199;198;-;99,49748744;0,994974874;4,038324311;0,525252525;56;80;48;14;2,110481047;3,054123994
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2301950;BARREIRA;2019;250,2172995;49,89021754;Crítico;36,04240283;34,27561837;20,49469965;9,187279152;283;283;-;100;1;3,760864976;0,507067138;102;97;58;26;1,907011039;2,566393804
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2302107;BATURITE;2019;246,0205471;42,60118987;Crítico;32,85714286;43,57142857;18,92857143;4,642857143;286;280;-;97,9020979;0,979020979;3,551027354;0,488392857;92;122;53;13;1,697912555;2,822771958
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2302909;CAPISTRANO;2019;253,2854462;49,34742388;Crítico;32,1969697;35,98484848;22,34848485;9,46969697;263;264;-;100,3802281;1;3,914272309;0,522727273;85;95;59;25;2,046096889;2,537176385
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2305100;GUARAMIRANGA;2019;244,9325893;44,64742211;Crítico;37,73584906;38,67924528;16,03773585;7,547169811;90;106;-;117,7777778;1;3,496629464;0,483490566;40;41;17;8;1,690587359;2,681253286
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2306504;ITAPIUNA;2019;260,2469882;53,74739347;Crítico;29,41176471;28,95927602;28,50678733;13,12217195;219;221;-;100,913242;1;4,262349408;0,563348416;65;64;63;29;2,401187789;3,086564703
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2309102;MULUNGU;2019;253,9332313;48,09887869;Crítico;28,57142857;35,71428571;26,53061224;9,183673469;97;98;-;101,0309278;1;3,946661566;0,540816327;28;35;26;9;2,13441901;2,777208483
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2309458;OCARA;2019;252,3698358;48,37765267;Crítico;30,69908815;38,29787234;22,49240122;8,510638298;326;329;-;100,9202454;1;3,868491788;0,522036474;101;126;74;28;2,019493813;2,582602073
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2309805;PACOTI;2019;246,1517722;43,23551136;Crítico;35,45454545;39,09090909;22,72727273;2,727272727;108;110;-;101,8518519;1;3,557588612;0,481818182;39;43;25;3;1,714110876;2,682889462
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2310100;PALMACIA;2019;240,1705083;40,54536811;Crítico;41,35338346;43,60902256;11,27819549;3,759398496;132;133;-;100,7575758;1;3,258525416;0,443609023;55;58;15;5;1,445511275;2,578095991
9;9º Ano do Ensino Fundamental;3;PÚBLICA;8;BATURITE;2311603;REDENCAO;2019;253,3821992;47,05596503;Crítico;31,00558659;37,4301676;24,30167598;7,262569832;352;358;-;101,7045455;1;3,91910996;0,519553073;111;134;87;26;2,036185621;2,791025165
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2302206;BEBERIBE;2019;264,6202458;48,09827853;Crítico;23,42215989;35,34361851;29,03225806;12,20196353;713;713;-;100;1;4,481012292;0,575035063;167;252;207;87;2,576739186;3,439674472
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2303501;CASCAVEL;2019;262,4341612;50,90903872;Crítico;25,87176603;33,63329584;29,13385827;11,36107987;873;889;-;101,8327606;1;4,371708062;0,56496063;230;299;259;101;2,46984294;3,19530391
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2303956;CHOROZINHO;2019;280,5557821;49,58846474;Intermediário;16,08695652;28,26086957;33,47826087;22,17391304;226;230;-;101,7699115;1;5,277789103;0,654347826;37;65;77;51;3,453509826;4,028613702
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2305233;HORIZONTE;2019;270,5001292;48,10841556;Crítico;19,2563081;33,99734396;32,66932271;14,07702523;737;753;-;102,1709634;1;4,775006458;0,603917663;145;256;246;106;2,88371074;3,713715622
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2309607;PACAJUS;2019;259,3905269;46,43402653;Crítico;26,08695652;38,47167325;26,48221344;8,959156785;746;759;-;101,7426273;1;4,219526344;0,545783926;198;292;201;68;2,302949655;3,223361661
9;9º Ano do Ensino Fundamental;3;PÚBLICA;9;HORIZONTE;2310852;PINDORETAMA;2019;246,0630342;44,20002366;Crítico;35,76923077;35;26,15384615;3,076923077;252;260;-;103,1746032;1;3,553151709;0,491346154;93;91;68;8;1,745827426;2,541884297
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2300705;ALTO SANTO;2019;303,665805;56,45926572;Intermediário;11,39240506;19,62025316;27,84810127;41,13924051;156;158;-;101,2820513;1;6,43329025;0,746835443;18;31;44;65;4,804609174;4,766217333
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2301109;ARACATI;2019;256,8581762;47,72886156;Crítico;28,47938144;35,43814433;25,6443299;10,43814433;776;776;-;100;1;4,092908808;0,545103093;221;275;199;81;2,23105725;3,115379498
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2304459;FORTIM;2019;278,6478823;44,90072099;Intermediário;12,06896552;37,93103448;34,9137931;15,0862069;232;232;-;100;1;5,182394116;0,632543103;28;88;81;35;3,278087657;4,35985335
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2305357;ICAPUI;2019;265,8172016;50,03345265;Crítico;23,58490566;36,16352201;25,78616352;14,46540881;314;318;-;101,2738854;1;4,540860079;0,577830189;75;115;82;46;2,623846036;3,441660143
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2306207;ITAICABA;2019;280,5604734;45,26607823;Intermediário;10,63829787;30,85106383;40,42553191;18,08510638;94;94;-;100;1;5,278023668;0,664893617;10;29;38;17;3,509324247;4,571254295
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2307007;JAGUARUANA;2019;262,2333402;48,30162828;Crítico;25,16778523;37,24832215;26,84563758;10,73825503;295;298;-;101,0169492;1;4,361667011;0,557885906;75;111;80;32;2,433312552;3,069490931
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2307601;LIMOEIRO DO NORTE;2019;271,7194934;47,75622922;Crítico;18,37524178;33,2688588;34,81624758;13,53965184;516;517;-;100,1937984;1;4,835974671;0,608800774;95;172;180;70;2,944145121;3,71218357
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2308708;MORADA NOVA;2019;257,7567789;46,40954582;Crítico;26,99275362;38,76811594;25;9,239130435;552;552;-;100;1;4,137838944;0,541213768;149;214;138;51;2,239455407;2,969435877
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2310001;PALHANO;2019;285,2806231;50,76837458;Intermediário;10,20408163;31,63265306;36,73469388;21,42857143;97;98;-;101,0309278;1;5,514031154;0,673469388;10;31;36;21;3,713531185;4,468829659
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2311504;QUIXERE;2019;265,1050435;46,80378458;Crítico;23,8317757;30,8411215;36,44859813;8,878504673;211;214;-;101,4218009;1;4,505252176;0,575934579;51;66;78;19;2,594730517;3,419456301
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2311801;RUSSAS;2019;293,8527014;50,96641397;Intermediário;11,56069364;24,56647399;34,24855491;29,62427746;705;692;-;98,15602837;0,981560284;5,942635072;0,70484104;80;170;237;205;4,11137625;4,709292702
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2312502;SAO JOAO DO JAGUARIBE;2019;286,2427885;46,58820007;Intermediário;11,86440678;28,81355932;40,6779661;18,6440678;58;59;-;101,7241379;1;5,562139423;0,665254237;7;17;24;11;3,70023682;4,143172085
9;9º Ano do Ensino Fundamental;3;PÚBLICA;10;RUSSAS;2313104;TABULEIRO DO NORTE;2019;264,3804493;51,56289798;Crítico;26,22377622;31,11888112;30,76923077;11,88811189;280;286;-;102,1428571;1;4,469022467;0,570804196;75;89;88;34;2,550936775;3,102081826
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2304277;ERERE;2019;271,4426161;44,30318088;Crítico;15,18987342;36,70886076;37,97468354;10,12658228;78;79;-;101,2820513;1;4,822130807;0,607594937;12;29;30;8;2,929902262;3,561029014
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2306009;IRACEMA;2019;282,3660158;62,0978509;Intermediário;23,07692308;21,15384615;26,92307692;28,84615385;155;156;-;100,6451613;1;5,368300792;0,653846154;36;33;42;45;3,510042826;3,883127909
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2306702;JAGUARETAMA;2019;267,2235853;52,62546037;Crítico;22,91666667;35;26,66666667;15,41666667;238;240;-;100,8403361;1;4,611179266;0,586458333;55;84;64;37;2,704264507;3,400068326
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2306801;JAGUARIBARA;2019;268,4886669;46,48137603;Crítico;16,66666667;44,44444444;28,47222222;10,41666667;140;144;-;102,8571429;1;4,674433347;0,581597222;24;64;41;15;2,71863745;3,32471147
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2306900;JAGUARIBE;2019;272,5829518;49,59040127;Crítico;18,42696629;33,25842697;32,13483146;16,17977528;444;445;-;100,2252252;1;4,87914759;0,615168539;82;148;143;72;3,001498096;3,641588026
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2310803;PEREIRO;2019;280,9243964;44,39603164;Intermediário;9,345794393;38,78504673;37,38317757;14,48598131;213;214;-;100,4694836;1;5,296219819;0,642523364;20;83;80;31;3,402944977;4,388045969
9;9º Ano do Ensino Fundamental;3;PÚBLICA;11;JAGUARIBE;2311231;POTIRETAMA;2019;295,7844387;46,27313708;Intermediário;11,70212766;20,21276596;35,10638298;32,9787234;89;94;-;105,6179775;1;6,039221935;0,723404255;11;19;33;31;4,368798847;4,454872564
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2301851;BANABUIU;2019;252,3282949;48,27842011;Crítico;30,80168776;41,35021097;19,83122363;8,016877637;249;237;-;95,18072289;0,951807229;3,866414744;0,512658228;73;98;47;19;1,886624062;2,427432006
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2302404;BOA VIAGEM;2019;245,8559651;45,25646445;Crítico;34,26470588;39,41176471;20,58823529;5,735294118;689;680;-;98,69375907;0,986937591;3,542798257;0,494485294;233;268;140;39;1,728978104;2,357431794
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2303931;CHORO;2019;257,2444324;46,88595324;Crítico;29,56989247;33,33333333;26,88172043;10,21505376;182;186;-;102,1978022;1;4,112221622;0,544354839;55;62;50;19;2,238507738;2,982522226
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2305266;IBARETAMA;2019;232,9753329;37,9431976;Crítico;45,95959596;42,42424242;10,1010101;1,515151515;198;198;-;100;1;2,898766646;0,417929293;91;84;20;3;1,211479495;1,769748871
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2305332;IBICUITINGA;2019;267,9897277;47,71978871;Crítico;18,3908046;36,7816092;32,75862069;12,06896552;172;174;-;101,1627907;1;4,649486387;0,596264368;32;64;57;21;2,772323061;3,288243539
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2307635;MADALENA;2019;253,184725;51,44158527;Crítico;30,67729084;39,84063745;19,52191235;9,960159363;245;251;-;102,4489796;1;3,909236251;0,521912351;77;100;49;25;2,040278681;2,717143473
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2311306;QUIXADA;2019;237,6542876;42,65903871;Crítico;43,22222222;37,22222222;17,88888889;1,666666667;888;900;-;101,3513514;1;3,132714381;0,445;389;335;161;15;1,394057899;2,149388756
9;9º Ano do Ensino Fundamental;3;PÚBLICA;12;QUIXADA;2311405;QUIXERAMOBIM;2019;326,5334833;51,83086998;Adequado;5,452865065;11,82994455;21,71903882;60,99815157;1063;1082;-;101,7873942;1;7,576674166;0,845656192;59;128;235;660;6,407261425;6,342281413
